,PPI_partner.Gene,PPI_partner.ORF,Ortholog.Species,State,PPI.NA,Ortholog.GeneA,Ortholog.GeneB,Ortholog.GeneAnc,PPI.Ortholog.GeneA,PPI.Ortholog.GeneB,PPI.Ortholog.Anc,PPI.A_div_B,PPI.Scer,PPI.Vehicle,MaxPPI,AvePPI,RelPPI,RelPPIMax
363,YIR006C,PAN1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,95427.25,2497.75,NA,38.20528476,51756.25,4707.5,95427.25,48962.5,0.946021012,1.843782152
8,YLR028C,ADE16,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,16531.75,12060.5,NA,1.370735044,4050,3466.5,16531.75,14296.125,3.529907407,4.08191358
365,YIR006C,PAN1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,101.75,92661.5,NA,0.001098083,51756.25,4707.5,92661.5,46381.625,0.896155054,1.790344161
366,YIR006C,PAN1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,2953.25,102821.75,NA,0.028722036,51756.25,4707.5,102821.75,52887.5,1.021857264,1.986653786
367,YGR087C,PDC6,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,4339.75,3895.5,NA,1.114041843,6298,4867,4339.75,4117.625,0.653798825,0.689067958
368,YGR087C,PDC6,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,64,3653.25,NA,0.017518648,6298,4867,3653.25,1858.625,0.295113528,0.5800651
495,YDL225W,SHS1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,15949.25,10811.25,NA,1.475245693,6813.5,3902,15949.25,13380.25,1.963785132,2.340830704
370,YGR087C,PDC6,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,4525,8518,NA,0.531227988,6298,4867,8518,6521.5,1.035487456,1.352492855
371,YGR087C,PDC6,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,7216.75,2625,NA,2.749238095,6298,4867,7216.75,4920.875,0.781339314,1.145879644
372,YGR087C,PDC6,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5390,8003.75,NA,0.673434328,6298,4867,8003.75,6696.875,1.063333598,1.270839949
373,YGR087C,PDC6,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,6201,10913.75,NA,0.568182339,6298,4867,10913.75,8557.375,1.35874484,1.732891394
374,YPL058C,PDR12,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4530.75,9883,NA,0.458438733,5498.75,5804,9883,7206.875,1.310638782,1.797317572
375,YPL058C,PDR12,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6681.25,3914.5,NA,1.706795248,5498.75,5804,6681.25,5297.875,0.96346897,1.215048875
376,YPL058C,PDR12,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,2154.5,9065.25,NA,0.237665812,5498.75,5804,9065.25,5609.875,1.020209138,1.648601955
260,YDR171W,HSP42,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,15886.25,4001,NA,3.970569858,6249,4721.25,15886.25,9943.625,1.591234598,2.542206753
378,YPL058C,PDR12,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,10008.75,4164.5,NA,2.403349742,5498.75,5804,10008.75,7086.625,1.288770175,1.820186406
379,YPL058C,PDR12,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,3978,8477.25,NA,0.46925595,5498.75,5804,8477.25,6227.625,1.132552853,1.541668561
380,YPL058C,PDR12,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,4497,3262,NA,1.378602085,5498.75,5804,4497,3879.5,0.705523983,0.817822232
381,YOL147C,PEX11,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2412.5,2673.25,NA,0.902459553,6527,6100,2673.25,2542.875,0.389593228,0.409567949
382,YOL147C,PEX11,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5301.75,4482.75,NA,1.182700351,6527,6100,5301.75,4892.25,0.749540371,0.812279761
383,YOL147C,PEX11,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,5419,3979.5,NA,1.36172886,6527,6100,5419,4699.25,0.71997089,0.830243603
613,YBL039C,URA7,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,15461.5,3902.5,NA,3.96194747,3568,2122.75,15461.5,9682,2.713565022,4.333380045
385,YOL147C,PEX11,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5828.75,5049.5,NA,1.15432221,6527,6100,5828.75,5439.125,0.83332695,0.893021296
386,YOL147C,PEX11,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5214.75,3349.5,NA,1.55687416,6527,6100,5214.75,4282.125,0.656063276,0.798950513
387,YDL065C,PEX19,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,12149,5061,NA,2.400513732,9024,6197.25,12149,8605,0.953568262,1.346298759
388,YDL065C,PEX19,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,15333.75,23496.75,NA,0.652590252,9024,6197.25,23496.75,19415.25,2.151512633,2.603806516
389,YDL065C,PEX19,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,4642,15331.25,NA,0.302780269,9024,6197.25,15331.25,9986.625,1.10667387,1.698941711
390,YDL065C,PEX19,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,3713,20884.5,NA,0.177787354,9024,6197.25,20884.5,12298.75,1.362893395,2.314328457
391,YDL065C,PEX19,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,1645.25,6383.75,NA,0.257724692,9024,6197.25,6383.75,4014.5,0.444869238,0.707419105
392,YDL065C,PEX19,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6981.5,4919,NA,1.419292539,9024,6197.25,6981.5,5950.25,0.659380541,0.773659131
393,YDL065C,PEX19,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5589.75,19331.75,NA,0.28914868,9024,6197.25,19331.75,12460.75,1.380845523,2.14225953
394,YLR324W,PEX30,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,2637.25,5311,NA,0.496563736,6082.5,4831.75,5311,3974.125,0.653370325,0.873160707
395,YLR324W,PEX30,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,1090,5291.5,NA,0.20599074,6082.5,4831.75,5291.5,3190.75,0.524578709,0.869954788
669,YGR054W,YGR054W,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,15171.25,16024,NA,0.946782951,5411,5781.5,16024,15597.625,2.882577158,2.961374977
397,YLR324W,PEX30,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,3468.25,4434.5,NA,0.782106213,6082.5,4831.75,4434.5,3951.375,0.649630086,0.729058775
398,YLR324W,PEX30,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4827.75,3367.5,NA,1.43363029,6082.5,4831.75,4827.75,4097.625,0.673674476,0.793711467
399,YLR324W,PEX30,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,1912.75,4974,NA,0.384549658,6082.5,4831.75,4974,3443.375,0.566111796,0.817755857
400,YLR324W,PEX30,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,5150,2100.75,NA,2.451505415,6082.5,4831.75,5150,3625.375,0.596033703,0.846691328
401,YMR105C,PGM2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,3571.5,17780.75,NA,0.200863293,8689.25,NA,17780.75,10676.125,1.228658975,2.046292833
246,YGL077C,HNM1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,13867,30638.25,NA,0.452604179,5609.75,4361.25,30638.25,22252.625,3.966776594,5.461607023
403,YMR105C,PGM2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,12899,2736.5,NA,4.713685365,8689.25,NA,12899,7817.75,0.899703657,1.484477947
404,YMR105C,PGM2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5840,23706,NA,0.246351135,8689.25,NA,23706,14773,1.700146733,2.728198636
405,YMR105C,PGM2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,685.5,8851,NA,0.077448876,8689.25,NA,8851,4768.25,0.548752769,1.018614955
406,YCL057W,PRD1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5688.5,4340,NA,1.310714286,6167.25,6434.5,5688.5,5014.25,0.813044712,0.922372208
407,YCL057W,PRD1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5873,5356.75,NA,1.096373734,6167.25,6434.5,5873,5614.875,0.910434148,0.952288297
408,YCL057W,PRD1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,2941,6220.5,NA,0.472791576,6167.25,6434.5,6220.5,4580.75,0.742754064,1.008634318
358,YKR048C,NAP1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,13554,5064.5,NA,2.676276039,2908.75,2417,13554,9309.25,3.200429738,4.659733563
410,YCL057W,PRD1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5409.25,5669.5,NA,0.954096481,6167.25,6434.5,5669.5,5539.375,0.898192063,0.919291418
411,YCL057W,PRD1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,3918,5326,NA,0.7356365,6167.25,6434.5,5326,4622,0.74944262,0.863593984
412,YCL057W,PRD1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,6314,4514,NA,1.398759415,6167.25,6434.5,6314,5414,0.877862905,1.023795046
369,YGR087C,PDC6,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,13300,2240.25,NA,5.936837407,6298,4867,13300,7770.125,1.23374484,2.111781518
414,YDR032C,PST2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,23867,5167.5,NA,4.618674407,9325,4715,23867,14517.25,1.556809651,2.559463807
415,YDR032C,PST2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,5024.5,9235,NA,0.544071467,9325,4715,9235,7129.75,0.76458445,0.990348525
416,YDR032C,PST2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,7460.75,22200.25,NA,0.336066035,9325,4715,22200.25,14830.5,1.590402145,2.380723861
417,YDR032C,PST2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4590.25,22107.75,NA,0.207630808,9325,4715,22107.75,13349,1.43152815,2.37080429
418,YDR032C,PST2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,12593.75,3655,NA,3.445622435,9325,4715,12593.75,8124.375,0.871246649,1.350536193
419,YPR184W,REP2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4971.25,7567,NA,0.656964451,6596.25,5620.5,7567,6269.125,0.950407428,1.147166951
420,YPR184W,REP2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,7825,6635.25,NA,1.179307487,6596.25,5620.5,7825,7230.125,1.096096267,1.186280083
421,YPR184W,REP2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4952.5,10127.75,NA,0.489002987,6596.25,5620.5,10127.75,7540.125,1.143092666,1.535379951
502,YKR072C,SIS2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,13166.75,6008.5,NA,2.191353915,6148.25,5576.25,13166.75,9587.625,1.559407148,2.141544342
423,YPR184W,REP2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2178.5,4055,NA,0.537237978,6596.25,5620.5,4055,3116.75,0.472503316,0.614743225
424,YPR184W,REP2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5895.5,4737,NA,1.24456407,6596.25,5620.5,5895.5,5316.25,0.805950351,0.893765397
425,YPR189W,REP2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,5638.25,4423,NA,1.274756952,6295,5616.5,5638.25,5030.625,0.799146148,0.895671168
426,YPR189W,REP2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5502.5,6649.5,NA,0.827505828,6295,5616.5,6649.5,6076,0.965210485,1.056314535
689,YKL067W,YNK1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,13116.25,4955.25,NA,2.646940114,7170.5,3763.25,13116.25,9035.75,1.260128303,1.829196011
428,YPR189W,REP2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,3560,4314,NA,0.825220213,6295,5616.5,4314,3937,0.625416998,0.685305798
429,YPR189W,REP2,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,3743.25,6115.5,NA,0.612092225,6295,5616.5,6115.5,4929.375,0.783061954,0.971485306
430,YPR189W,REP2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5326,5485,NA,0.971011851,6295,5616.5,5485,5405.5,0.858697379,0.87132645
431,YPR189W,REP2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6133,4561.25,NA,1.344587558,6295,5616.5,6133,5347.125,0.849424146,0.97426529
432,YFR051C,RET2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,15125.25,2914.75,NA,5.189210052,6006.25,5134.75,15125.25,9020,1.501768991,2.518251821
484,YDR238C,SEC26,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,13079.25,15286.5,NA,0.855607889,3999.25,1875.5,15286.5,14182.875,3.546383697,3.822341689
434,YFR051C,RET2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6563.25,2946,NA,2.227851324,6006.25,5134.75,6563.25,4754.625,0.791612903,1.092736733
435,YFR051C,RET2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4133.25,14312.75,NA,0.288780982,6006.25,5134.75,14312.75,9223,1.535567118,2.382976067
436,YFR051C,RET2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5055,15802.5,NA,0.319886094,6006.25,5134.75,15802.5,10428.75,1.736316337,2.631009365
437,YFR051C,RET2,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,1359.25,14888,NA,0.091298361,6006.25,5134.75,14888,8123.625,1.352528616,2.478751301
438,YFR051C,RET2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2609.25,5387,NA,0.484360497,6006.25,5134.75,5387,3998.125,0.66566077,0.896899063
439,YBR052C,RFS1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,1038.5,12567.75,NA,0.082632134,7043.25,6159.75,12567.75,6803.125,0.965907074,1.784368012
440,YBR052C,RFS1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5731.75,11464.5,NA,0.499956387,7043.25,6159.75,11464.5,8598.125,1.220761012,1.627728676
441,YBR052C,RFS1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,6215.75,10189.5,NA,0.610015212,7043.25,6159.75,10189.5,8202.625,1.164607958,1.446704291
442,YBR052C,RFS1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,7470.5,4729.25,NA,1.579637363,7043.25,6159.75,7470.5,6099.875,0.866059703,1.060660916
443,YBR052C,RFS1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,12229.25,4478.25,NA,2.730810026,7043.25,6159.75,12229.25,8353.75,1.186064672,1.736307812
444,YBR052C,RFS1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,3062.5,5979,NA,0.5122094,7043.25,6159.75,5979,4520.75,0.641855677,0.848897881
95,YKL088W,CAB3,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,13043.75,5635,NA,2.314773736,7616,5548.75,13043.75,9339.375,1.226283482,1.712677258
446,YPL198W,RPL7B,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,37417.01087,28206.36957,NA,1.326544729,15744.83333,468.125,37417.01087,32811.69022,2.083965548,2.376462811
447,YPL198W,RPL7B,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,7857.525,60263.17391,NA,0.130386843,15744.83333,468.125,60263.17391,34060.34946,2.163271515,3.827488843
448,YPL198W,RPL7B,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,57116.70213,18632.95556,NA,3.06535922,15744.83333,468.125,57116.70213,37874.82885,2.405540157,3.627647301
456,YFR004W,RPN11,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,13016,12363.5,NA,1.052776317,4806.75,263,13016,12689.75,2.639985437,2.70785874
450,YPL198W,RPL7B,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,12455.58333,58667.42708,NA,0.212308328,15744.83333,468.125,58667.42708,35561.50521,2.258614268,3.726138337
451,YPL198W,RPL7B,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,1,39355.2234,NA,2.54E-05,15744.83333,468.125,39355.2234,19678.1117,1.24981391,2.499564306
452,YPL198W,RPL7B,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,1372.833333,51989.19792,NA,0.026406126,15744.83333,468.125,51989.19792,26681.01563,1.694588635,3.301984647
453,YFR004W,RPN11,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,3835.75,10776,NA,0.355953044,4806.75,263,10776,7305.875,1.519919904,2.241847402
454,YFR004W,RPN11,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,4721.25,2673.75,NA,1.765778401,4806.75,263,4721.25,3697.5,0.769230769,0.982212514
455,YFR004W,RPN11,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,1,4313.75,NA,0.000231817,4806.75,263,4313.75,2157.375,0.448821969,0.897435897
